"타임스탬프","부서명","현재 작업명","작업 상태","작업 상세 내용 및 특이사항"
"2026. 8. 12 오전 7:12:47","개발","모두소프트 업무현황 화면에서 기획팀/개발팀/디자인팀 은 모두 사람 이모티콘으로 변경해줘.","작업완료","[개발] 작업 완료: 모두소프트 업무현황 화면에서 기획팀/개발팀/디자인팀 은 모두 사람 이모티... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:12:48","개발","모든 화면에 대해서 검수하자. 상단 헤더 디자인을 통일해줘.","작업완료","[개발] 작업 완료: 모든 화면에 대해서 검수하자. 상단 헤더 디자인을 통일해줘.... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:12:49","개발","429 에러를 방지하기 위해서 다시 캐싱시스템을 도입해야겠다.

대신 페이지 접속 시, 무조건 3초의 로딩화면을 표시해.

거기서 캐싱 초기화 누르면 모든 리소스를 다 업데이트해.

캐싱 초기화 누르지 않으면 로컬캐싱 기반으로 동작하자.","작업완료","[개발] 작업 완료: 429 에러를 방지하기 위해서 다시 캐싱시스템을 도입해야겠다.

대신 페... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:12:50","개발","탐색 완료 보상 수령
오프라인 방치 시간: 1시간 (최대 12시간)

획득 보상 (SNS 포인트)
+150 PTS

SNS포인트를 보상수령 할때 단위는 PTS가 아니고 SNS로 수정해줘.
모든 보상 항목 점검.","작업완료","[개발] 작업 완료: 탐색 완료 보상 수령
오프라인 방치 시간: 1시간 (최대 12시간)

획... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:12:51","개발","탐색 완료 보상 수령
오프라인 방치 시간: 1시간 (최대 12시간)

획득 보상 (SNS 포인트)
+150 PTS

SNS포인트를 보상수령 할때 단위는 PTS가 아니고 SNS로 수정해줘.
모든 보상 항목 점검.","작업완료","[개발] 작업 완료: 탐색 완료 보상 수령
오프라인 방치 시간: 1시간 (최대 12시간)

획... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:12:52","개발","/modoo 개발현황화면이 조금 재미 없게 생겻다.

이모티콘 과 말풍선이 표시되게 사무실 느낌으로 화면을 구성해줘.","작업완료","[개발] 작업 완료: /modoo 개발현황화면이 조금 재미 없게 생겻다.

이모티콘 과 말풍선... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:12:53","개발","카드 플레이화면에서 상대덱/가운데 카드판/내카드덱 이있잖아. 
FHD 해상도에서 상대덱/내카드덱 이 너무 높이가 높아.
상대덱/가운데 카드판/내카드덱 의 높이는 항상 25/50/25 비율을 유지해줘.","작업완료","[개발] 작업 완료: 카드 플레이화면에서 상대덱/가운데 카드판/내카드덱 이있잖아. 
FHD 해... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:12:54","개발","/modoo 같은 작업명에 대해서 작업대기/작업중/작업완료 이렇게 3개가 모두 표시되니까 정신없다.

작업완료 > 작업중 > 작업대기 순으로 우선순위를 주고 해당 상태만 표시되게 해줘.","작업완료","[개발] 작업 완료: /modoo 같은 작업명에 대해서 작업대기/작업중/작업완료 이렇게 3개가... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:12:55","개발","모든 화면에 대해서 검수하자. 상단 헤더 디자인을 통일해줘.","작업완료","[개발] 작업 완료: 모든 화면에 대해서 검수하자. 상단 헤더 디자인을 통일해줘.... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:12:56","개발","모바일 공개 홈에서 튜토리얼을 건너뛰고 PLAY 진입을 시도할 때 브라우저 콘솔에 리소스 404 오류가 발생하므로, 누락되거나 잘못된 정적 리소스 경로를 찾아 정상 응답하도록 수정한다.","작업완료","[개발] 작업 완료: 모바일 공개 홈에서 튜토리얼을 건너뛰고 PLAY 진입을 시도할 때 브라우... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:12:56","개발","모바일 공개 홈에서 튜토리얼을 건너뛰고 PLAY 진입을 시도할 때 브라우저 콘솔에 리소스 404 오류가 발생하므로, 누락되거나 잘못된 정적 리소스 경로를 찾아 정상 응답하도록 수정한다.","작업완료","[개발] 작업 완료: 모바일 공개 홈에서 튜토리얼을 건너뛰고 PLAY 진입을 시도할 때 브라우... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:12:57","개발","모바일(390×844)에서 https://snshero.com/home를 열고 튜토리얼을 건너뛰 뒤 PLAY 진입을 시도하면 브라우저 콘솔에 리소스 로드 404 오류가 관측되므로, 누락·잘못된 리소스 경로를 수정해 콘솔 404 없이 화면이 로드되어야 합니다.","작업완료","[개발] 작업 완료: 모바일(390×844)에서 https://snshero.com/home를... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:12:58","개발","모바일(390×844)에서 https://snshero.com/home를 열고 튜토리얼을 건너뛰 뒤 PLAY 진입을 시도하면 브라우저 콘솔에 리소스 로드 404 오류가 관측되므로, 누락·잘못된 리소스 경로를 수정해 콘솔 404 없이 화면이 로드되어야 합니다.","작업완료","[개발] 작업 완료: 모바일(390×844)에서 https://snshero.com/home를... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:12:59","기획","모바일 홈 진입 시 시즌 1 공지 모달과 AFK PATROL 보상 수령 모달이 동시에 노출되어 화면과 PLAY 진입 동선을 가리므로, 재현 화면처럼 두 안내가 겹치지 않게 우선순위를 적용해 하나를 닫은 뒤 다음 안내를 표시해야 합니다.","작업완료","[기획] 작업 완료: 모바일 홈 진입 시 시즌 1 공지 모달과 AFK PATROL 보상 수령 ... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:00","기획","모바일 홈 진입 시 시즌 1 공지 모달과 AFK PATROL 보상 수령 모달이 동시에 노출되어 화면과 PLAY 진입 동선을 가리므로, 재현 화면처럼 두 안내가 겹치지 않게 우선순위를 적용해 하나를 닫은 뒤 다음 안내를 표시해야 합니다.","작업완료","[기획] 작업 완료: 모바일 홈 진입 시 시즌 1 공지 모달과 AFK PATROL 보상 수령 ... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:01","개발","Apply Native Image Lazy Loading & Async Decoding in Webtoon Viewer (`WebtoonViewer.vue`). Add `loading='lazy'` and `decoding='async'` to all webtoon slice `<img>` elements, deferring image parsing until scrolled into view to keep initial modal load lightweight on low-spec WebViews.","작업완료","[개발] 작업 완료: Apply Native Image Lazy Loading & Async ... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:02","개발","Compact Stock Market Price Change Badge per design.md (`StockMarketModal.vue`). Merge 24h high/low and price fluctuation metrics into a single horizontal 1-line header pill bar (`[24h Vol: 15K] [+12.5% ▲]`), keeping stock trading modal layouts clean and uncluttered.","작업완료","[개발] 작업 완료: Compact Stock Market Price Change Badge ... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:03","개발","Schedule Explicit SFX Source Node Unbinding (`AudioService.js`). Bind an `onended` disposal callback to all Web Audio source instances to unbind and clear audio buffer references immediately upon sound completion, ensuring RAM footprint stays under 12MB.","작업완료","[개발] 작업 완료: Schedule Explicit SFX Source Node Unbind... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:04","개발","Streamline Codex Collection Milestone Rewards Bar per design.md (`CardCodexView.vue`). Integrate milestone reward chests directly inside a sleek horizontal 1-line progress bar (`[25% 🎁] [50% 🎁] [75% 🎁] [100% 🎁]`), maximizing visible card grid rows.","작업완료","[개발] 작업 완료: Streamline Codex Collection Milestone Re... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:05","개발","Remove Dynamic CSS Filter Shaders on Card Hover (`CardTile.vue`). Replace dynamic `filter: brightness()` and `drop-shadow()` hover effects with a simple 1px bright border overlay (`border: 1px solid #00E5FF`), eliminating real-time GPU filter pipeline overhead on low-end WebViews.","작업완료","[개발] 작업 완료: Remove Dynamic CSS Filter Shaders on Car... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:05","개발","Compact Skill Node Upgrade Cost Panel per design.md (`SkillNodeTree.vue`). Merge skill point cost and stat preview into a single horizontal 1-line control pill (`[Cost: 2 SP | LV 3 ➔ 4] [ Upgrade ]`), keeping the skill tree layout clean and uncluttered.","작업완료","[개발] 작업 완료: Compact Skill Node Upgrade Cost Panel pe... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:06","개발","Purge Unreferenced Chapter Image Resources (`WebtoonViewer.vue`). Explicitly unload and release image element memory buffers for previously completed chapters upon advancing to the next webtoon chapter, maintaining RAM footprint below 80MB.","작업완료","[개발] 작업 완료: Purge Unreferenced Chapter Image Resourc... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:07","개발","Consolidate Weekly Mission Progress Banner per design.md (`QuestModal.vue`). Integrate weekly completion points, reset countdown timers, and reward chest icons into a single compact top header pill, expanding visible space for weekly mission rows.","작업완료","[개발] 작업 완료: Consolidate Weekly Mission Progress Bann... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:08","개발","모바일(390×844)에서 튜토리얼을 건너뛰고 PLAY 탭의 메인 RPG 화면에 진입하면 콘솔에 리소스 로드 404 오류가 발생하므로, 해당 요청 경로를 복구하거나 불필요한 참조를 제거해 오류 없이 화면이 로드되도록 수정한다.","작업완료","[개발] 작업 완료: 모바일(390×844)에서 튜토리얼을 건너뛰고 PLAY 탭의 메인 RPG... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:09","개발","모바일 390×844 공개 PLAY 진입 후 Midnight Pursuers 안내 모달에서 Close를 눌러도 모달과 배경 흐림이 그대로 남아 다음 맵 조작이 차단되므로, Close 클릭 시 안내를 즉시 닫고 월드맵 조작 상태로 복귀하도록 수정해 주세요.","작업완료","[개발] 작업 완료: 모바일 390×844 공개 PLAY 진입 후 Midnight Pursue... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:10","기획","모바일(390×844) PLAY 메인 진입 직후 에피소드 안내 모달이 화면을 차단한 상태에서 “자동 진행을 끄면 수동 선택 가능”이라고 안내하지만 Auto 토글은 모달 뒤에 있어 조작할 수 없으므로, 안내 중에도 Auto를 조작할 수 있게 하거나 안내 문구를 Close/Continue 이후 상태에 맞게 제공해 주세요.","작업완료","[기획] 작업 완료: 모바일(390×844) PLAY 메인 진입 직후 에피소드 안내 모달이 화... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:11","개발","모바일 공개 PLAY 화면에서 자동 진행 안내 모달의 Close 버튼을 클릭해도 모달과 배경 차단 오버레이가 유지되어 다음 플레이 조작을 할 수 없으므로, 클릭 시 모달을 닫고 월드맵 조작이 가능하도록 수정해 주세요.","작업완료","[개발] 작업 완료: 모바일 공개 PLAY 화면에서 자동 진행 안내 모달의 Close 버튼을 ... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:12","개발","모바일 PLAY에서 튜토리얼 안내를 Continue로 닫아 자동 전투 화면을 확인하면 위협 카드 정보에 `Ability: [object Object]`가 그대로 노출되므로, 능력 객체를 사용자용 능력명·설명 문자열로 렌더링해 전투 판단 정보를 정상적으로 표시한다.","작업완료","[개발] 작업 완료: 모바일 PLAY에서 튜토리얼 안내를 Continue로 닫아 자동 전투 화... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:13","디자인","모바일(390×844)에서 PLAY 탭 진입 후 RPG 튜토리얼 안내 모달이 열린 상태를 확인하면 하단 고정 내비게이션 아래에 화면 높이 약 200px의 빈 흰 영역이 노출되어 콘텐츠 영역이 끊겨 보이므로, 모바일 뷰포트 높이에 맞게 하단 레이아웃을 보정해 빈 영역 없이 게임 화면이 이어져 보이게 해주세요.","작업완료","[디자인] 작업 완료: 모바일(390×844)에서 PLAY 탭 진입 후 RPG 튜토리얼 안내 모... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:14","기획","모바일(390×844)에서 PLAY 탭 최초 진입 후 튜토리얼 안내 모달이 화면 중앙을 가리고 실제 RPG 화면 조작을 차단하며 자동 진행 중이라고만 표시하므로, 자동 진행 상태에서는 모달을 비차단형 안내로 전환하거나 명확한 진행·건너뛰기 동작을 제공해 즉시 플레이 흐름을 이어갈 수 있게 해주세요.","작업완료","[기획] 작업 완료: 모바일(390×844)에서 PLAY 탭 최초 진입 후 튜토리얼 안내 모달... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:15","기획","모바일 PLAY 진입 직후 1/3 튜토리얼이 자동 진행을 끄라고 안내하지만 Auto 버튼은 딤 처리된 오버레이 뒤에 있어 조작 순서가 불명확하므로, 안내 안에 Auto 끄기 동작을 제공하거나 먼저 Close하도록 명시해 수동 선택 흐름을 완료할 수 있게 해주세요.","작업완료","[기획] 작업 완료: 모바일 PLAY 진입 직후 1/3 튜토리얼이 자동 진행을 끄라고 안내하지... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:15","디자인","390×844 모바일에서 PLAY 탭 진입 후 튜토리얼 Close를 누르면 01. Midnight Pursuers의 안내 문구 “Move to the next echo point.”가 하단의 주사위·Auto·채팅 플로팅 버튼에 가려져 읽기와 터치가 방해되므로, 진행 카드와 플로팅 조작 영역의 간격·레이어를 조정해 안내 문구와 버튼이 겹치지 않게 해주세요.","작업완료","[디자인] 작업 완료: 390×844 모바일에서 PLAY 탭 진입 후 튜토리얼 Close를 누르... 반영 및 tsc/vite build 검증 통과"
"2026. 8. 12 오전 7:13:16","개발","모바일(390×844) PLAY 메인 화면의 상단 Back·Menu 아이콘 버튼은 aria-label 없이 title만 있어 스크린리더에서 기능명이 전달되지 않으므로, 각 버튼에 Back과 Menu의 접근성 이름을 제공해 보조기술로도 목적을 확인하고 조작할 수 있게 해주세요.","작업완료","[개발] 작업 완료: 모바일(390×844) PLAY 메인 화면의 상단 Back·Menu 아이... 반영 및 tsc/vite build 검증 통과"
