₩,항목,발견된 이슈 및 현상,AI 개발 프롬프트,우선순위,완료여부
165,마이덱 화면 내 카드 속성 필터 칩의 단일 드롭다운 오버레이 전환,카드 인벤토리 보드 상단에 속성 텍스트 태그가 넓게 펼쳐져 있어 카드 그리드 스크롤 시 화면이 산만한 문제.,"Compact Element Filter Selector per design.md (`DeckBuilder.vue`). Replace horizontal multi-button filter tag rows with a single sleek 'Element Filter' dropdown pill button, opening a compact icon selector popover on tap.",중간,
166,메인 로비 배경 스파이럴 애니메이션의 CSS will-change: transform 상시 할당 해제,로비 배경 스파이럴 효과에 will-change: transform 스타일이 상시 지정되어 있어 안드로이드 저사양 GPU에서 VRAM을 지속 소모함.,"Optimize Main Lobby Background Animation VRAM (`LobbyBackground.vue`). Remove permanent `will-change: transform` styles from static lobby background layers, utilizing lightweight CSS keyframe Opacity fades instead of continuous 2D transform loops.",높음,
167,인게임 설정(Settings) 모달 내 불필요한 서브 구분선 제거 및 미니멀 1줄 슬라이더 바 통합,"설정 모달에서 구분선과 아이콘, 텍스트 라벨이 복잡하게 어우러져 모달 내용 식별 가독성이 다소 떨어짐.","Streamline Settings Modal Layout per design.md (`GameSettingsModal.vue`). Remove heavy section dividers, unifying BGM and SFX volume sliders into sleek 1-line horizontal controls with high-contrast text labels.",중간,
168,스토리 웹툰 이미지 해상도 사전 다운샘플링(1080p Max) 및 DOM 메모리 릴리즈,웹툰 감상 모달에서 로드되는 원본 슬라이스 이미지 해상도가 너무 커서 저사양 기기에서 스크롤 시 OOM 튕김 현상이 발생함.,Downsample Webtoon Image Cuts for Low-Spec Memory Footprint (`WebtoonViewer.vue`). Cap maximum image slice width to 1080p WebP format and explicitly revoke unmounted image blobs from memory upon closing the webtoon modal.,높음,
169,카드 수집 도감(Codex) 화면의 미니멀 1줄 카테고리 세그먼트 탭 통합,카드 도감 진입 시 필터 버튼이 상단에 여러 줄로 나열되어 도감 카드 그리드 영역이 비좁아지는 현상.,"Compact Codex Filter Header per design.md (`CardCodexView.vue`). Group multi-row element and rarity filter buttons into a single sleek Segmented Pill Bar (`[All] [Water] [Fire] [Earth] [Wind]`), maximizing visible card grid rows.",중간,
170,스토리 대화 선택지 버튼 CSS transform 가속 제거 및 고대비 단색 배경 전환,대화 선택지 버튼 호버/터치 시 3D GPU Scale 연출이 저사양 모바일 브라우저에서 터치 지연을 일으킴.,"Simplify Story Dialogue Choice Buttons for Low-Spec Devices (`StoryChoiceModal.vue`). Replace GPU-heavy scale/glow hover transforms with a lightweight flat high-contrast background fill (`bg-slate-800 border-cyan-500`), ensuring instantaneous touch response on low-end mobile devices.",높음,
171,메인 로비 하단 내비게이션 바 활성 탭 인디케이터의 미니멀 단일 점(Dot Badge) 정돈,활성 메뉴 탭에 거대한 글로우 뱃지 및 테두리가 적용되어 하단 영역 시선 집중이 다소 과함.,"Streamline Active Bottom Navigation Tab Indicator per design.md (`BottomNav.vue`). Replace heavy active tab background glows with a single subtle glowing cyan dot (`#00E5FF`) directly below the active tab icon, maintaining a clean visual hierarchy.",높음,
172,대전 중 인게임 효과음(SFX) Audio Context 인스턴스 싱글톤 고정 및 메모리 해제,빠른 연쇄 카드 뒤집기 시 새로운 Web Audio Context가 중복 생성되어 저사양 기기 오디오 스레드 메모리 부족 현상을 일으킴.,Enforce Singleton Web Audio Context Pool in Battle Sound Engine (`BattleAudioEngine.js`). Reuse a single persistent Web Audio context instance across all match SFX plays and immediately release finished audio buffer sources to prevent memory leaks during rapid card flips.,높음,
173,스토리 모드 에피소드 진행 상황 전체 요약 바의 미니멀 헤더 통합,스토리 스테이지 선택 화면 상단에 챕터 전체 진행률과 누적 별 보상 상자가 크게 차지하여 스테이지 목록 카드가 눌림.,"Compact Chapter Progression Header per design.md (`EpisodeSelectModal.vue`). Consolidate multi-line chapter stats and star reward chests into a single sleek top header bar, expanding reward details only upon clicking the reward chest icon.",중간,
174,메인 로비 배경 애니메이션의 모달 오픈 및 백그라운드 전환 시 일시정지(visibilitychange) 최적화,모달이 열려 있거나 탭이 백그라운드일 때도 로비 배경 애니메이션 렌더링 스레드가 구동되어 배터리/CPU 소모가 지속됨.,"Pause Lobby Background Animations on Modal Open & Document Hidden (`LobbyBackground.vue`). Pause lobby background rendering loops using the `visibilitychange` API and modal active state triggers, reducing background CPU/GPU thread usage on low-end mobile devices.",높음,
175,카드 수집 도감(Codex) 화면의 수집률 프로그래스 바 헤더 미니멀 정돈,도감 화면 상단에 수집률 통계와 보상 박스가 대형 카드로 배치되어 도감 카드 그리드 영역이 압박받음.,"Streamline Codex Collection Progress Header per design.md (`CardCodexView.vue`). Compress multi-line collection progress stats into a single compact horizontal progress bar with an embedded 'Claim Milestone Reward' chest icon, expanding active card grid viewing space.",중간,
176,전투 중 카드 롱 프레스 확대 오버레이 렌더링 시 캐시 텍스처 재사용,손패 카드를 롱 프레스하여 크게 볼 때 고해상도 리소스를 매번 새로 로드하여 롱 프레스 터치 지연이 발생함.,"Optimize Card Long-Press Zoom Overlay (`BattleHand.vue`). Reuse cached grid card WebP textures directly in the zoom overlay component instead of fetching uncompressed high-res artwork, ensuring instant 60fps card zoom previews.",중간,
177,캐릭터 주식 거래 모달 내부 호가창 및 매수/매도 폼의 미니멀 1줄 컨트롤 바 정돈,"주식 거래 팝업에서 거래 수량 입력창, 수수료, 매수/매도 버튼이 여러 레이어로 나열되어 모바일 하단을 가림.","Compact Stock Trading Order Controls per design.md (`StockMarketModal.vue`). Unify quantity stepper, estimated total price, and Buy/Sell action triggers into a single streamlined horizontal control bar, keeping the chart and order book clean and readable.",중간,
178,메인 로비 UI 컴포넌트의 CSS will-change 상시 유지 속성 제거 및 VRAM 절감,로비 상단 바 및 메뉴 탭 오버레이에 will-change 속성이 상시 부여되어 있어 정적 상태일 때도 VRAM을 소모함.,"Remove Static `will-change` CSS Rules in Lobby Components (`MainHeader.vue` & `BottomNav.vue`). Strip persistent `will-change` declarations from static header and navigation bars, applying transform optimizations exclusively during active slide-in/fade transitions.",높음,
179,퀘스트 모달 내 수령 완료(Claimed) 항목 하단 자동 접힘 및 진행 중 미션 상단 정돈,수령 완료된 퀘스트가 리스트 상단에 계속 남아있어 달성하지 못한 미션을 보려면 스크롤을 길게 내려야 함.,"Auto-Collapse Claimed Quests per design.md (`QuestModal.vue`). Automatically push completed/claimed quest rows to a collapsible 'Claimed Quests' section at the bottom of the list, keeping active in-progress missions prominent at the top.",중간,
180,스토리 웹툰 모달 닫기 시 디코딩 이미지 블롭(URL.revokeObjectURL) 명시적 메모리 해제,웹툰 에피소드를 읽고 모달을 닫을 때 이미지 블롭 객체가 메모리에 해제되지 않아 앱 튕김을 야기함.,Implement Webtoon Image Blob Memory Revocation (`WebtoonViewer.vue`). Explicitly invoke `URL.revokeObjectURL()` for all loaded webtoon slice blobs upon closing the webtoon modal to instantly reclaim system RAM on low-spec devices.,높음,
181,인게임 공지사항 모달의 미니멀 1줄 세그먼트 탭 통합,"공지사항 팝업 진입 시 이벤트, 점검, 패치노트 항목이 수직으로 연속 나열되어 스크롤이 답답함.","Consolidate Notice Modal Navigation per design.md (`NoticeModal.vue`). Group notices into 3 top Segmented Pill Tabs: 'Events', 'Notices', and 'Patch Notes', displaying only the selected active news category to keep the modal uncluttered.",중간,
182,메인 로비 이벤트 카러셀 터치 스와이프 시 CSS will-change: transform 동적 할당 및 VRAM 절감,배너 슬라이드 시 터치 드래그 중에만 will-change를 동적으로 부여하지 않아 지속적 VRAM 메모리 오버헤드가 발생함.,"Apply Dynamic `will-change` Layer Promotion to Lobby Carousel (`LobbyCarousel.vue`). Attach `will-change: transform` only during active touch drag gestures and remove it immediately on transition end (`ontransitionend`), preventing persistent VRAM memory overhead on low-spec WebViews.",높음,
183,인게임 가이드/튜토리얼 팝업의 멀티 레이어 박스 제거 및 단일 1줄 도움말 필 정돈,"튜토리얼 팝업에서 사용법 설명글, 그림 슬라이더, 닫기 버튼이 복잡한 멀티 박스로 나열되어 산만함.","Streamline Tutorial Helper Popup per design.md (`TutorialModal.vue`). Replace multi-box text container overlays with a sleek 1-line image carousel and clean bottom 'Got it' action pill, maintaining a modern, uncluttered guide modal layout.",중간,
184,전투 그리드 카드 선택 해제(Deselect) 시 하이라이트 CSS 클래스 동기적 즉시 해제,선택된 손패 카드를 취소할 때 그리드 슬롯의 하이라이트 클래스가 한 프레임 지연 해제되어 잔상이 발생함.,"Synchronously Purge Grid Slot Selection Highlights (`BattleBoard.vue`). Immediately strip active selection CSS classes from all tile elements on card deselect event, eliminating visual ghosting on low-end mobile screens.",높음,
185,캐릭터 프로필 변경 모달 내부 아바타 선택 그리드의 미니멀 1줄 카테고리 탭 통합,"프로필 설정 모달 진입 시 아바타, 프레임, 칭호 옵션이 한 화면에 길게 나열되어 스크롤 길이가 길어짐.","Consolidate Profile Customization Options per design.md (`ProfileEditModal.vue`). Separate profile settings into 3 top sub-tabs: 'Avatars', 'Frames', and 'Titles', displaying a single focused grid view per tab to eliminate vertical scrolling clutter.",중간,
186,스토리 대화 상자 등장 시 CSS transform: scale() 바운싱 연출 제거 및 정적 2D Opacity 페이드 전환,대화 상자가 나타날 때 적용된 바운싱 연출이 저사양 안드로이드 기기에서 화면 버벅임을 야기함.,"Simplify Dialogue Box Entrance Transitions (`StoryDialogueModal.vue`). Replace CSS 3D scale spring transforms on dialogue box entrance with a lightweight 100ms 2D opacity fade, ensuring instant 60fps text box presentation on low-spec WebViews.",높음,
187,인게임 우편함(Mailbox) 개별 우편 카드의 보상 정보 및 만료 카운트다운 미니멀 1줄 태그 바 정돈,"우편 항목마다 보상 아이콘, 잔여 수령 기한이 넓게 열려 있어 우편 목록 가독성이 떨어짐.","Streamline Mailbox Item Layout per design.md (`MailboxModal.vue`). Compress mail rows into a single compact line showing Mail Title, Expiration Tag, and 1-tap 'Claim' button, hiding item reward icon grids until tapped.",중간,
188,전투 3x3 그리드 카드 배치 성공 시 연출 캔버스 오버드로우(Overdraw) 제어 및 2D CSS 노드 리사이클링,카드를 놓을 때 타일 주변 파티클 오버레이가 저사양 GPU에서 터치 반응 속도를 둔화시킴.,"Replace Tile Placement Particle Overlays with 2D CSS Stroke Highlights (`BattleGridSlot.vue`). Remove dynamic canvas particle spawn effects upon tile placement, utilizing a single 150ms CSS glowing border pulse to minimize GPU VRAM consumption.",높음,
189,캐릭터 주식 시장(Stock Market) 모달 내 주가 차트 및 거래 폼 상단 카테고리 세그먼트 탭 통합,"주식 모달 진입 시 그래프, 잔액, 수량 슬라이더가 한 화면에 복잡하게 늘어서 있어 오터치 발생.","Consolidate Stock Market View Controls per design.md (`StockMarketModal.vue`). Separate stock market modal into 2 clean top sub-tabs: 'Market Chart' and 'Trading Form', displaying only the selected view to eliminate vertical scroll clutter.",중간,
